customer_id,first_name,last_name,age,gender,email,phone,signup_date,loyalty_tier,city,state,country,marketing_channel,marketing_opt_in
191947,Benjamin,Martin,45.0,Male,benjamin.martin235@yahoo.com,+1-994-371-7464x887,2024-08-24,Silver,Philadelphia,PA,USA,Direct,True
374452,Kyle,Preston,40.0,Male,kyle.preston825@hotmail.com,994-601-3990x49027,2024-03-18,Gold,Detroit,MI,USA,Email,False
976203,Catherine,Richards,31.0,Female,catherine.richards411@hotmail.com,817.256.5512x5674,2025-07-03,Bronze,Ann Arbor,MI,USA,Social Media,True
911575,Jesse,Edwards,18.0,Male,jesse.edwards68@yahoo.com,768-908-7603,2024-09-05,Bronze,Savannah,GA,USA,Social Media,False
120373,Mario,Wolf,62.0,Male,mario.wolf936@gmail.com,,2024-11-07,Gold,Seattle,WA,USA,Search,False
627694,Anna,Gay,31.0,Female,anna.gay218@gmail.com,412.874.8467x737,2024-11-24,Silver,Dallas,TX,USA,Email,True
285598,Connor,Greene,34.0,Male,connor.greene406@hotmail.com,(614)965-8404,2025-03-02,Gold,Sacramento,CA,USA,Social Media,True
845842,Sharon,Griffin,44.0,Female,sharon.griffin147@yahoo.com,(858)286-7533x963,2024-02-19,Gold,San Antonio,TX,USA,Email,True
106146,Evan,Kennedy,30.0,Male,evan.kennedy143@yahoo.com,(227)402-8951x7187,2024-07-30,Silver,Worcester,MA,USA,Referral,True
184650,Jason,Pena,27.0,Male,jason.pena763@gmail.com,874-759-6158,2024-08-16,Gold,Detroit,MI,USA,Social Media,False
127697,Lori,Clay,49.0,Female,lori.clay552@yahoo.com,+1-309-313-4316,2024-07-04,Bronze,Naperville,IL,USA,Email,False
741733,Jill,Benson,44.0,Female,jill.benson765@gmail.com,8504455623,2024-08-25,Bronze,Pittsburgh,PA,USA,Social Media,True
342503,Christopher,Miller,35.0,Male,christopher.miller439@yahoo.com,+1-637-492-3747x407,2025-01-30,Bronze,Durham,NC,USA,Search,True
796365,Angela,Landry,48.0,Female,angela.landry371@hotmail.com,664-674-3671x3695,2025-05-08,Gold,Albany,NY,USA,Social Media,True
523106,Alison,Greer,51.0,Female,alison.greer142@yahoo.com,609-409-7439x533,2024-02-20,Bronze,Boston,MA,USA,Referral,False
363598,Lori,Berger,45.0,Female,lori.berger506@hotmail.com,7478095214,2025-01-04,Gold,Allentown,PA,USA,Social Media,True
726144,Casey,Anderson,27.0,Female,casey.anderson774@hotmail.com,(488)542-4745x171,2025-06-03,Gold,Detroit,MI,USA,Referral,False
918710,Scott,Ramsey,37.0,Male,scott.ramsey882@yahoo.com,+1-751-660-4817,2024-11-15,Bronze,Boston,MA,USA,Referral,True
957570,Kevin,Carson,45.0,Male,kevin.carson157@yahoo.com,337-909-8593,2025-02-05,Silver,Los Angeles,CA,USA,Social Media,True
695822,Theodore,Turner,41.0,Male,theodore.turner164@yahoo.com,420-804-7113,2024-09-22,Bronze,Grand Rapids,MI,USA,Social Media,False
749920,Jody,Santiago,45.0,Female,,001-786-592-6179x640,2024-10-14,Bronze,San Antonio,TX,USA,Social Media,False
875260,Jill,Sampson,42.0,Female,jill.sampson395@yahoo.com,958-350-6431,2025-03-22,Bronze,Columbus,OH,USA,Referral,True
525664,Mary,May,43.0,Female,mary.may611@hotmail.com,5055329318,2025-07-06,Bronze,Savannah,GA,USA,Search,True
638387,Robin,Hall,36.0,Female,robin.hall542@gmail.com,+1-704-522-8421x020,2024-04-06,Bronze,Tucson,AZ,USA,Email,False
459569,Leah,Smith,39.0,Female,,3269811775,2025-04-21,Bronze,Rochester,NY,USA,Social Media,False
437427,Kathy,Dougherty,26.0,Female,kathy.dougherty697@gmail.com,001-384-770-0766x1771,2024-05-29,Bronze,Los Angeles,CA,USA,Email,True
521681,Lee,Jones,53.0,Male,lee.jones699@yahoo.com,+1-398-356-9847x896,2024-05-14,Silver,Los Angeles,CA,USA,Email,True
790154,Sarah,Curtis,20.0,Female,sarah.curtis769@hotmail.com,001-736-673-6576x6156,2024-06-17,Silver,Colorado Springs,CO,USA,Email,False
532741,Jacqueline,Hernandez,64.0,Female,,211-716-1528,2025-01-16,Gold,Boulder,CO,USA,Social Media,True
688573,Michael,Jenkins,34.0,Male,michael.jenkins115@hotmail.com,001-360-749-4519x83273,2025-02-11,Silver,Tampa,FL,USA,Email,True
941400,Ryan,Richardson,65.0,Male,ryan.richardson446@yahoo.com,001-636-289-9809,2025-03-17,Bronze,San Diego,CA,USA,Email,True
665978,Catherine,Park,46.0,Female,catherine.park465@yahoo.com,850-922-9612x01836,2024-09-01,Gold,San Francisco,CA,USA,Referral,False
219406,Glenda,Wood,31.0,Female,glenda.wood977@hotmail.com,999-810-2290x14767,2024-10-26,Silver,Denver,CO,USA,Social Media,True
957297,Denise,Fischer,33.0,Female,denise.fischer897@gmail.com,(261)249-7840x369,2025-05-16,Bronze,Allentown,PA,USA,Referral,True
211347,Dan,Dougherty,34.0,Male,dan.dougherty270@gmail.com,001-744-351-0762x26838,2024-05-29,Bronze,Naperville,IL,USA,Social Media,True
693875,Jennifer,Harmon,33.0,Female,jennifer.harmon520@yahoo.com,6713596966,2024-11-22,Bronze,San Francisco,CA,USA,Email,True
841384,Jennifer,Burch,32.0,Female,jennifer.burch892@gmail.com,+1-875-616-1369x681,2024-04-24,Gold,Charlotte,NC,USA,Referral,True
482841,Patrick,Walker,30.0,Male,patrick.walker306@gmail.com,581-388-3552,2025-06-10,Silver,Cincinnati,OH,USA,Direct,False
273308,Brianna,Gonzalez,34.0,Female,brianna.gonzalez520@hotmail.com,(712)777-9979,2024-09-13,Bronze,Allentown,PA,USA,Social Media,False
423471,Chris,Jones,,Male,chris.jones157@yahoo.com,+1-744-690-5814x7700,2024-12-13,Bronze,Austin,TX,USA,Search,True
832368,Billy,Lin,47.0,Male,billy.lin781@gmail.com,,2024-07-23,Bronze,San Diego,CA,USA,Email,True
842595,Tina,Hayes,34.0,Female,tina.hayes553@yahoo.com,001-718-720-3778x892,2024-12-07,Gold,Austin,TX,USA,Direct,True
110406,Tabitha,Hughes,33.0,Female,tabitha.hughes614@yahoo.com,+1-390-451-5186x44925,2025-08-15,Gold,New York,NY,USA,Referral,False
136888,Thomas,Collins,18.0,Male,thomas.collins501@hotmail.com,001-862-791-4865x281,2025-06-25,Silver,Cleveland,OH,USA,Search,False
126546,Albert,Parker,20.0,Male,albert.parker115@gmail.com,473-832-2141x88805,2024-12-20,Bronze,New York,NY,USA,Email,True
866450,Brittany,White,23.0,Female,brittany.white900@hotmail.com,001-592-670-6537x94738,2024-09-02,Bronze,Dallas,TX,USA,Referral,False
125280,Vincent,Mueller,56.0,Male,vincent.mueller246@gmail.com,(497)674-6886x239,2025-09-30,Silver,Cleveland,OH,USA,Email,True
510757,Amy,Castillo,36.0,Female,amy.castillo247@yahoo.com,+1-418-814-1247,2025-02-07,Platinum,New York,NY,USA,Email,False
284063,Anna,Lozano,30.0,Female,anna.lozano970@yahoo.com,(206)706-8536x153,2025-09-17,Bronze,Tacoma,WA,USA,Social Media,True
278362,Timothy,Combs,21.0,Male,timothy.combs88@hotmail.com,522-404-7277x90104,2024-11-30,Bronze,Philadelphia,PA,USA,Direct,True
862525,Kimberly,Acosta,,Female,kimberly.acosta836@hotmail.com,(214)534-1036x97117,2024-05-12,Bronze,Jacksonville,FL,USA,Referral,True
440865,Michelle,Carter,48.0,Female,michelle.carter779@gmail.com,,2025-06-22,Gold,New York,NY,USA,Referral,True
141729,Shane,Williams,32.0,Male,shane.williams785@yahoo.com,(740)751-5319x520,2025-05-30,Bronze,Athens,GA,USA,Search,True
220192,Robert,Thompson,42.0,Male,robert.thompson132@hotmail.com,772.621.7043x030,2024-11-22,Bronze,Detroit,MI,USA,Email,False
885202,Jose,Hays,39.0,Male,jose.hays970@hotmail.com,940.834.5054x1566,2024-04-30,Bronze,Albany,NY,USA,Social Media,True
538136,Gina,Lopez,29.0,Female,gina.lopez170@hotmail.com,358.341.6169x2845,2024-11-17,Gold,Cincinnati,OH,USA,Email,True
167072,Erin,Phillips,43.0,Female,erin.phillips541@yahoo.com,+1-362-875-7059x640,2024-11-12,Silver,Rochester,NY,USA,Search,False
994983,Heidi,Owen,35.0,Female,heidi.owen988@hotmail.com,(702)797-0213,2024-07-31,Gold,San Antonio,TX,USA,Direct,True
669175,Janet,Bradley,44.0,Female,janet.bradley952@hotmail.com,(775)857-1928,2024-08-13,Gold,Charlotte,NC,USA,Search,True
392618,Emily,Ramirez,37.0,Female,,9275868144,2025-03-17,Bronze,Austin,TX,USA,Email,False
489089,Zachary,Mitchell,40.0,Male,zachary.mitchell409@yahoo.com,712.317.2715,2024-07-23,Bronze,Savannah,GA,USA,Social Media,True
527742,Krista,Roberts,18.0,Female,krista.roberts449@yahoo.com,,2024-08-07,Bronze,Rochester,NY,USA,Search,True
890309,Isaac,Armstrong,46.0,Male,isaac.armstrong463@yahoo.com,+1-829-811-4678,2024-12-06,Silver,Durham,NC,USA,Email,True
516875,Rodney,Jones,46.0,Male,rodney.jones254@yahoo.com,+1-217-378-5289x2268,2024-12-07,Bronze,New York,NY,USA,Search,False
443269,Joseph,Torres,30.0,Male,joseph.torres66@gmail.com,335-484-1438x42498,2024-06-17,Bronze,San Francisco,CA,USA,Search,True
707848,Kevin,Carpenter,52.0,Male,kevin.carpenter22@gmail.com,+1-299-959-0010x94396,2025-06-03,Silver,Ann Arbor,MI,USA,Referral,False
221412,Stacy,Gardner,53.0,Female,stacy.gardner603@hotmail.com,573-764-7102x7677,2024-04-25,Bronze,San Francisco,CA,USA,Email,False
388002,Lawrence,Edwards,45.0,Male,lawrence.edwards8@hotmail.com,556-425-8815x37147,2024-08-04,Bronze,Phoenix,AZ,USA,Direct,True
112765,Brent,Roberts,51.0,Male,brent.roberts725@yahoo.com,+1-963-625-9532x787,2024-08-07,Silver,New York,NY,USA,Social Media,True
343764,Jonathan,Davis,37.0,Male,jonathan.davis61@yahoo.com,273.339.5004x79748,2024-07-24,Silver,Tacoma,WA,USA,Direct,False
464060,Jeffrey,Khan,37.0,Male,jeffrey.khan70@hotmail.com,(365)806-0983x584,2024-08-22,Bronze,San Francisco,CA,USA,Search,False
910932,William,Duran,28.0,Non-binary,william.duran881@yahoo.com,+1-891-221-6558x523,2025-05-13,Bronze,Houston,TX,USA,Direct,True
986803,Andrew,Taylor,32.0,Male,andrew.taylor73@yahoo.com,687.729.8259x5269,2025-01-13,Bronze,Rochester,NY,USA,Social Media,True
357070,Jordan,Hicks,40.0,Male,jordan.hicks286@yahoo.com,001-994-670-5516x940,2024-11-30,Silver,Buffalo,NY,USA,Social Media,True
823563,Tracy,Patton,39.0,Female,tracy.patton498@hotmail.com,001-430-597-2896,2025-08-07,Silver,Athens,GA,USA,Referral,True
555576,Amanda,Vaughan,32.0,Female,amanda.vaughan553@gmail.com,907.256.2636,2025-08-24,Bronze,Austin,TX,USA,Email,True
606263,Michele,Stone,43.0,Female,michele.stone741@hotmail.com,578-565-2785x85497,2024-04-08,Bronze,Austin,TX,USA,Email,True
549427,Douglas,Evans,45.0,Male,douglas.evans249@yahoo.com,001-843-775-7584x41986,2025-05-22,Bronze,Jacksonville,FL,USA,Social Media,True
503012,Troy,Ballard,51.0,Male,troy.ballard827@yahoo.com,6416574733,2025-07-13,Bronze,San Antonio,TX,USA,Email,True
781581,Breanna,Gilbert,48.0,Female,breanna.gilbert195@hotmail.com,730.983.3016,2024-05-28,Bronze,Tucson,AZ,USA,Email,False
354993,Brian,Townsend,29.0,Male,brian.townsend100@gmail.com,+1-226-377-3454,2024-12-22,Gold,Detroit,MI,USA,Email,True
773663,Matthew,Hall,50.0,Male,matthew.hall442@hotmail.com,001-302-762-0672x4004,2024-11-12,Bronze,Athens,GA,USA,Social Media,False
899690,Dominique,Hays,27.0,Female,dominique.hays434@hotmail.com,772.687.4315x27420,2024-04-13,Gold,Pittsburgh,PA,USA,Social Media,True
183720,Laura,Todd,45.0,Female,laura.todd479@gmail.com,+1-566-285-1612x275,2024-05-09,Bronze,Tucson,AZ,USA,Search,True
646843,Debbie,Young,31.0,Female,debbie.young56@yahoo.com,649-390-4530x17426,2024-12-05,Bronze,Naperville,IL,USA,Social Media,False
161769,Margaret,Shepard,38.0,Female,margaret.shepard670@yahoo.com,+1-533-527-2795x687,2025-04-08,Bronze,Grand Rapids,MI,USA,Direct,True
753483,Melanie,Larson,37.0,Female,melanie.larson101@gmail.com,478.751.9108x83982,2024-09-03,Silver,Tacoma,WA,USA,Search,True
454854,Scott,Ramos,34.0,Male,scott.ramos413@hotmail.com,897.918.7072,2024-06-21,Bronze,Los Angeles,CA,USA,Direct,True
496323,Kristy,Hansen,34.0,Female,kristy.hansen348@hotmail.com,206-340-3910x6518,2024-02-11,Bronze,Naperville,IL,USA,Social Media,True
721692,William,Kennedy,37.0,Male,william.kennedy255@yahoo.com,(422)865-6766x18251,2025-08-07,Bronze,Denver,CO,USA,Search,False
562418,Kendra,Luna,26.0,Female,kendra.luna195@gmail.com,5049786863,2024-07-31,Silver,Boston,MA,USA,Social Media,False
166701,Gregory,Hill,39.0,Male,gregory.hill144@hotmail.com,001-210-569-0331x19079,2025-01-27,Silver,Jacksonville,FL,USA,Search,True
919601,Patrick,Morales,39.0,Male,,+1-730-528-4395,2025-01-15,Bronze,Albany,NY,USA,Email,True
648138,Eric,Thomas,45.0,Male,eric.thomas474@hotmail.com,836.744.0892x68705,2024-11-28,Bronze,Spokane,WA,USA,Social Media,True
547839,Michael,Russell,30.0,Male,michael.russell896@yahoo.com,(428)873-3427x0866,2025-01-06,Bronze,Columbus,OH,USA,Search,True
332762,David,Harris,23.0,Male,david.harris454@hotmail.com,275-318-3046,2025-07-22,Silver,Miami,FL,USA,Referral,True
304794,Cole,Gill,26.0,Male,cole.gill101@hotmail.com,+1-583-873-5403x31739,2025-04-04,Bronze,Athens,GA,USA,Referral,True
981087,Suzanne,Arnold,46.0,Female,suzanne.arnold668@yahoo.com,(578)754-4587x7175,2025-06-18,Bronze,Atlanta,GA,USA,Referral,True
246201,Emily,Williams,18.0,Female,emily.williams993@gmail.com,001-820-548-9964x2353,2025-07-17,Bronze,Los Angeles,CA,USA,Email,False
493092,Jonathan,Pena,42.0,Male,jonathan.pena949@hotmail.com,247-377-2522x87280,2024-11-05,Bronze,Houston,TX,USA,Direct,True
192453,Theresa,Barnett,30.0,Female,theresa.barnett171@gmail.com,(923)212-0387x50997,2024-10-01,Bronze,Austin,TX,USA,Email,True
176521,Adriana,Arnold,47.0,Female,adriana.arnold498@gmail.com,3843840862,2024-04-21,Silver,Spokane,WA,USA,Search,False
381705,Joseph,Allen,47.0,Male,joseph.allen219@hotmail.com,245.346.1567x93341,2025-10-20,Silver,Sacramento,CA,USA,Search,False
968744,Jared,Bennett,42.0,Male,jared.bennett925@yahoo.com,2025176591,2024-10-13,Bronze,Sacramento,CA,USA,Email,True
431096,Christine,Parrish,28.0,Female,christine.parrish169@hotmail.com,440.814.8902x5039,2025-07-14,Bronze,Columbus,OH,USA,Referral,True
731213,Tanya,Evans,38.0,Female,tanya.evans3@hotmail.com,796.285.6218,2024-02-28,Gold,Cleveland,OH,USA,Email,True
394867,Brent,Hall,28.0,Male,brent.hall272@gmail.com,899-496-5047x73586,2024-05-13,Bronze,Raleigh,NC,USA,Direct,True
724144,Michael,Guerrero,35.0,Male,michael.guerrero293@gmail.com,001-394-231-1426x26551,2024-10-27,Bronze,Raleigh,NC,USA,Email,True
839473,Sherry,Wallace,36.0,Non-binary,sherry.wallace714@yahoo.com,821-326-7888,2024-04-23,Silver,Cleveland,OH,USA,Referral,True
978433,Alexander,Gomez,55.0,Male,alexander.gomez803@gmail.com,+1-495-860-4661x839,2024-12-10,Bronze,Naperville,IL,USA,Social Media,False
357833,Caroline,Adams,36.0,Female,caroline.adams159@yahoo.com,921.526.4647x1543,2024-10-04,Silver,Jacksonville,FL,USA,Email,True
178476,Jimmy,Taylor,34.0,Male,jimmy.taylor304@gmail.com,(559)965-7569x2459,2025-01-12,Silver,Denver,CO,USA,Search,True
265756,Ernest,Oconnell,18.0,Male,ernest.oconnell992@yahoo.com,,2024-04-14,Gold,Buffalo,NY,USA,Social Media,True
921884,Tiffany,Murray,45.0,Female,tiffany.murray594@hotmail.com,674.416.7243,2025-01-12,Gold,Philadelphia,PA,USA,Search,True
623248,Michelle,Mccormick,38.0,Female,michelle.mccormick556@gmail.com,397.396.8868x058,2024-07-07,Gold,Allentown,PA,USA,Referral,True
415959,Patricia,Sandoval,33.0,Female,patricia.sandoval766@yahoo.com,(390)696-5610,2024-11-19,Bronze,Los Angeles,CA,USA,Search,False
328532,Daniel,Burgess,38.0,Male,daniel.burgess59@hotmail.com,001-493-775-6798,2024-10-08,Silver,San Diego,CA,USA,Social Media,True
520198,Yolanda,Webb,42.0,Female,yolanda.webb599@yahoo.com,(911)925-4573x87571,2024-05-26,Bronze,Phoenix,AZ,USA,Social Media,False
771452,Francis,Evans,41.0,Male,francis.evans515@hotmail.com,405-712-3828,2024-05-31,Platinum,Jacksonville,FL,USA,Direct,False
370507,Justin,Mullen,71.0,Male,justin.mullen162@gmail.com,(522)566-0937x9660,2025-03-19,Silver,Scottsdale,AZ,USA,Email,True
959182,Diana,Padilla,34.0,Female,diana.padilla984@gmail.com,001-618-925-5371,2024-12-26,Bronze,Chicago,IL,USA,Email,True
455782,Joseph,Fowler,47.0,Male,joseph.fowler83@hotmail.com,(396)491-5579x2499,2024-03-12,Silver,Naperville,IL,USA,Search,False
350032,Erik,Allen,46.0,Male,erik.allen71@gmail.com,(852)886-6929,2025-02-24,Silver,Atlanta,GA,USA,Email,True
638021,Charlene,Reid,48.0,Female,charlene.reid692@hotmail.com,+1-228-927-4225x7905,2024-12-14,Bronze,Los Angeles,CA,USA,Email,True
335732,Breanna,Ochoa,30.0,Female,breanna.ochoa414@hotmail.com,676.576.7721x90340,2025-07-18,Silver,Denver,CO,USA,Search,True
681619,Kimberly,Jackson,18.0,Female,kimberly.jackson965@yahoo.com,001-778-281-9148,2024-08-30,Silver,New York,NY,USA,Search,True
684170,Peter,Alexander,38.0,Male,peter.alexander253@gmail.com,(713)840-7451x71339,2024-02-07,Silver,Durham,NC,USA,Social Media,False
757216,Christopher,Taylor,38.0,Male,christopher.taylor609@gmail.com,709.658.4982,2025-05-06,Gold,Athens,GA,USA,Direct,True
302426,Donna,Adams,18.0,Female,donna.adams635@hotmail.com,+1-412-660-4223x25367,2024-08-08,Gold,Los Angeles,CA,USA,Social Media,True
193195,Mark,Brooks,31.0,Male,mark.brooks430@gmail.com,,2024-07-29,Bronze,Philadelphia,PA,USA,Social Media,True
325640,Robert,Sanders,31.0,Male,robert.sanders958@yahoo.com,,2024-12-14,Bronze,San Diego,CA,USA,Email,True
703269,Stephanie,Farmer,37.0,Female,stephanie.farmer210@gmail.com,,2024-04-21,Gold,Rochester,NY,USA,Email,False
445958,Sonia,Turner,38.0,Female,sonia.turner245@yahoo.com,554-815-2064,2025-03-24,Silver,Dallas,TX,USA,Email,True
750586,Matthew,Padilla,31.0,Male,matthew.padilla406@gmail.com,271.729.3870,2024-08-28,Bronze,Dallas,TX,USA,Search,False
742673,Robert,Mcneil,34.0,Male,robert.mcneil688@yahoo.com,001-427-813-6111x554,2025-06-22,Silver,Austin,TX,USA,Social Media,False
542389,Raymond,Mullins,51.0,Male,raymond.mullins469@gmail.com,+1-921-589-0927x5326,2024-09-01,Bronze,San Diego,CA,USA,Search,False
766398,Brandon,Garcia,32.0,Male,brandon.garcia952@gmail.com,001-565-665-2341,2024-05-22,Bronze,Cleveland,OH,USA,Social Media,True
246651,Richard,Vaughn,47.0,Male,richard.vaughn10@hotmail.com,538-998-3640x3761,2025-06-26,Silver,Los Angeles,CA,USA,Search,True
847482,Mark,Jones,40.0,Male,mark.jones637@gmail.com,,2025-02-20,Bronze,Tucson,AZ,USA,Social Media,True
848469,Deborah,Williams,21.0,Female,deborah.williams76@gmail.com,(384)686-6618x8924,2024-12-04,Silver,New York,NY,USA,Referral,True
368754,Bob,Mccall,36.0,Male,bob.mccall219@gmail.com,+1-556-391-4630,2024-07-22,Silver,Tacoma,WA,USA,Social Media,False
